filename,CWE_Target,RQ4_Description,Best_Matching_CWE_ID,Best_Matching_CWE_Text,Cosine_Similarity,Top_Matches,Correct_Match,Top3_Match_Correct,Top5_Match_Correct
set_cookie.py,613,"CWE-ID: CWE-613
Description: Insufficient Session Expiration, which occurs when a web application does not properly invalidate or expire its session management cookies, allowing an attacker to reuse the session ID and gain unauthorized access.",613,"CWE-613 Insufficient Session Expiration According to WASC, ""Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.""",0.89012396,"[{'CWE-ID': 613, 'Full_Text': 'CWE-613 Insufficient Session Expiration According to WASC, ""Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.""', 'Similarity': np.float32(0.89012396)}, {'CWE-ID': 522, 'Full_Text': 'CWE-522 Insufficiently Protected Credentials The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.', 'Similarity': np.float32(0.69033897)}, {'CWE-ID': 6, 'Full_Text': 'CWE-6 J2EE Misconfiguration: Insufficient Session-ID Length The J2EE application is configured to use an insufficient session ID length.', 'Similarity': np.float32(0.68304765)}, {'CWE-ID': 1275, 'Full_Text': 'CWE-1275 Sensitive Cookie with Improper SameSite Attribute The SameSite attribute for sensitive cookies is not set, or an insecure value is used.', 'Similarity': np.float32(0.6656337)}, {'CWE-ID': 863, 'Full_Text': 'CWE-863 Incorrect Authorization The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.', 'Similarity': np.float32(0.63304746)}]",True,True,True
get_user_data.py,89,"CWE-ID: CWE-89
Description: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')

The function is vulnerable to SQL injection because it directly embeds the user-provided `user_id` into the SQL query without proper sanitization or escaping. This allows an attacker to inject malicious SQL code, potentially leading to unauthorized data access, modification, or deletion.",79,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,0.69617,"[{'CWE-ID': 79, 'Full_Text': ""CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users."", 'Similarity': np.float32(0.69617)}, {'CWE-ID': 84, 'Full_Text': 'CWE-84 Improper Neutralization of Encoded URI Schemes in a Web Page The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings.', 'Similarity': np.float32(0.63632387)}, {'CWE-ID': 89, 'Full_Text': ""CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component."", 'Similarity': np.float32(0.63434374)}, {'CWE-ID': 473, 'Full_Text': 'CWE-473 PHP External Variable Modification A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.', 'Similarity': np.float32(0.61697173)}, {'CWE-ID': 643, 'Full_Text': ""CWE-643 Improper Neutralization of Data within XPath Expressions ('XPath Injection') The product uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."", 'Similarity': np.float32(0.6118591)}]",False,True,True
read_file.py,22,"CWE-ID: CWE-22
Description: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')",22,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.7730888,"[{'CWE-ID': 22, 'Full_Text': ""CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory."", 'Similarity': np.float32(0.7730888)}, {'CWE-ID': 26, 'Full_Text': 'CWE-26 Path Traversal: \'/dir/../filename\' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/dir/../filename"" sequences that can resolve to a location that is outside of that directory.', 'Similarity': np.float32(0.7424853)}, {'CWE-ID': 30, 'Full_Text': ""CWE-30 Path Traversal: '\\dir\\..\\filename' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\\dir\\..\\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7360145)}, {'CWE-ID': 34, 'Full_Text': ""CWE-34 Path Traversal: '....//' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '....//' (doubled dot dot slash) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7294691)}, {'CWE-ID': 35, 'Full_Text': ""CWE-35 Path Traversal: '.../...//' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '.../...//' (doubled triple dot slash) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7250978)}]",True,True,True
process_order.py,20,"CWE-ID: CWE-20
Description: Invalid Input - The software does not validate or incorrectly validates input that can affect the control flow or data flow of the software.

In this function, the input `quantity` is not properly validated, which can lead to unexpected behavior or errors. The function assumes that `quantity` is a positive integer, but it does not check for this. If `quantity` is a negative number, zero, or a non-numeric value, the function may behave unexpectedly or crash. This lack of input validation can lead to security vulnerabilities, such as denial-of-service attacks or unauthorized access.",1284,"CWE-1284 Improper Validation of Specified Quantity in Input The product receives input that is expected to specify a quantity (such as size or length), but it does not validate or incorrectly validates that the quantity has the required properties.",0.78091025,"[{'CWE-ID': 1284, 'Full_Text': 'CWE-1284 Improper Validation of Specified Quantity in Input The product receives input that is expected to specify a quantity (such as size or length), but it does not validate or incorrectly validates that the quantity has the required properties.', 'Similarity': np.float32(0.78091025)}, {'CWE-ID': 229, 'Full_Text': 'CWE-229 Improper Handling of Values The product does not properly handle when the expected number of values for parameters, fields, or arguments is not provided in input, or if those values are undefined.', 'Similarity': np.float32(0.6633286)}, {'CWE-ID': 241, 'Full_Text': 'CWE-241 Improper Handling of Unexpected Data Type The product does not handle or incorrectly handles when a particular element is not the expected type, e.g. it expects a digit (0-9) but is provided with a letter (A-Z).', 'Similarity': np.float32(0.6470636)}, {'CWE-ID': 1287, 'Full_Text': 'CWE-1287 Improper Validation of Specified Type of Input The product receives input that is expected to be of a certain type, but it does not validate or incorrectly validates that the input is actually of the expected type.', 'Similarity': np.float32(0.64396346)}, {'CWE-ID': 681, 'Full_Text': 'CWE-681 Incorrect Conversion between Numeric Types When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur.', 'Similarity': np.float32(0.63947165)}]",False,False,False
store_ssn.py,311,"CWE-ID: CWE-311
Description: Missing Encryption of Sensitive Data - The software stores sensitive data in plaintext, which allows an attacker to access the data if they can access the storage location.",311,CWE-311 Missing Encryption of Sensitive Data The product does not encrypt sensitive or critical information before storage or transmission.,0.81976837,"[{'CWE-ID': 311, 'Full_Text': 'CWE-311 Missing Encryption of Sensitive Data The product does not encrypt sensitive or critical information before storage or transmission.', 'Similarity': np.float32(0.81976837)}, {'CWE-ID': 326, 'Full_Text': 'CWE-326 Inadequate Encryption Strength The product stores or transmits sensitive data using an encryption scheme that is theoretically sound, but is not strong enough for the level of protection required.', 'Similarity': np.float32(0.7706684)}, {'CWE-ID': 922, 'Full_Text': 'CWE-922 Insecure Storage of Sensitive Information The product stores sensitive information without properly limiting read or write access by unauthorized actors.', 'Similarity': np.float32(0.68115914)}, {'CWE-ID': 221, 'Full_Text': 'CWE-221 Information Loss or Omission The product does not record, or improperly records, security-relevant information that leads to an incorrect decision or hampers later analysis.', 'Similarity': np.float32(0.68110156)}, {'CWE-ID': 223, 'Full_Text': 'CWE-223 Omission of Security-relevant Information The product does not record or display information that would be important for identifying the source or nature of an attack, or determining if an action is safe.', 'Similarity': np.float32(0.6580956)}]",True,True,True
dirty_function_16.py,862,"CWE-ID: CWE-862
Description: Missing Authorization",862,CWE-862 Missing Authorization The product does not perform an authorization check when an actor attempts to access a resource or perform an action.,0.7398125,"[{'CWE-ID': 862, 'Full_Text': 'CWE-862 Missing Authorization The product does not perform an authorization check when an actor attempts to access a resource or perform an action.', 'Similarity': np.float32(0.7398125)}, {'CWE-ID': 306, 'Full_Text': 'CWE-306 Missing Authentication for Critical Function The product does not perform any authentication for functionality that requires a provable user identity or consumes a significant amount of resources.', 'Similarity': np.float32(0.6487606)}, {'CWE-ID': 522, 'Full_Text': 'CWE-522 Insufficiently Protected Credentials The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.', 'Similarity': np.float32(0.6415684)}, {'CWE-ID': 1302, 'Full_Text': 'CWE-1302 Missing Security Identifier The product implements a security identifier mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. A transaction is sent without a security identifier.', 'Similarity': np.float32(0.5954017)}, {'CWE-ID': 863, 'Full_Text': 'CWE-863 Incorrect Authorization The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.', 'Similarity': np.float32(0.5863832)}]",True,True,True
dirty_function_17.py,284,"CWE-ID: CWE-284
Description: Improper Access Control - The function allows any user to export transaction data of any other user without verifying the requesting party's permissions, leading to unauthorized access to sensitive data.",284,CWE-284 Improper Access Control The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.,0.68573415,"[{'CWE-ID': 284, 'Full_Text': 'CWE-284 Improper Access Control The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.', 'Similarity': np.float32(0.68573415)}, {'CWE-ID': 274, 'Full_Text': 'CWE-274 Improper Handling of Insufficient Privileges The product does not handle or incorrectly handles when it has insufficient privileges to perform an operation, leading to resultant weaknesses.', 'Similarity': np.float32(0.6687676)}, {'CWE-ID': 281, 'Full_Text': 'CWE-281 Improper Preservation of Permissions The product does not preserve permissions or incorrectly preserves permissions when copying, restoring, or sharing objects, which can cause them to have less restrictive permissions than intended.', 'Similarity': np.float32(0.65001124)}, {'CWE-ID': 285, 'Full_Text': 'CWE-285 Improper Authorization The product does not perform or incorrectly performs an authorization check when an actor attempts to access a resource or perform an action.', 'Similarity': np.float32(0.64778715)}, {'CWE-ID': 200, 'Full_Text': 'CWE-200 Exposure of Sensitive Information to an Unauthorized Actor The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.', 'Similarity': np.float32(0.6468946)}]",True,True,True
dirty_function_18.py,798,"CWE-ID: CWE-798
Description: Use of Hard-coded Credentials - The software contains hard-coded credentials, such as a password or cryptographic key, which can be used to gain access to the system or sensitive data.",798,"CWE-798 Use of Hard-coded Credentials The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",0.8479929,"[{'CWE-ID': 798, 'Full_Text': 'CWE-798 Use of Hard-coded Credentials The product contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.', 'Similarity': np.float32(0.8479929)}, {'CWE-ID': 259, 'Full_Text': 'CWE-259 Use of Hard-coded Password The product contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.', 'Similarity': np.float32(0.77552664)}, {'CWE-ID': 1392, 'Full_Text': 'CWE-1392 Use of Default Credentials The product uses default credentials (such as passwords or cryptographic keys) for potentially critical functionality.', 'Similarity': np.float32(0.6874242)}, {'CWE-ID': 1391, 'Full_Text': 'CWE-1391 Use of Weak Credentials The product uses weak credentials (such as a default key or hard-coded password) that can be calculated, derived, reused, or guessed by an attacker.', 'Similarity': np.float32(0.66123676)}, {'CWE-ID': 321, 'Full_Text': 'CWE-321 Use of Hard-coded Cryptographic Key The use of a hard-coded cryptographic key significantly increases the possibility that encrypted data may be recovered.', 'Similarity': np.float32(0.6522117)}]",True,True,True
dirty_function_19.py,208,"CWE-ID: CWE-208
Description: Information Exposure Through Timing Discrepancy - The function's variable-time string comparison can be exploited to reveal sensitive information, such as the correct signature, through timing attacks.",208,"CWE-208 Observable Timing Discrepancy Two separate operations in a product require different amounts of time to complete, in a way that is observable to an actor and reveals security-relevant information about the state of the product, such as whether a particular operation was successful or not.",0.64152217,"[{'CWE-ID': 208, 'Full_Text': 'CWE-208 Observable Timing Discrepancy Two separate operations in a product require different amounts of time to complete, in a way that is observable to an actor and reveals security-relevant information about the state of the product, such as whether a particular operation was successful or not.', 'Similarity': np.float32(0.64152217)}, {'CWE-ID': 1254, 'Full_Text': ""CWE-1254 Incorrect Comparison Logic Granularity The product's comparison logic is performed over a series of steps rather than across the entire string in one operation. If there is a comparison logic failure on one of these steps, the operation may be vulnerable to a timing attack that can result in the interception of the process for nefarious purposes."", 'Similarity': np.float32(0.6334759)}, {'CWE-ID': 115, 'Full_Text': 'CWE-115 Misinterpretation of Input The product misinterprets an input, whether from an attacker or another product, in a security-relevant fashion.', 'Similarity': np.float32(0.603694)}, {'CWE-ID': 480, 'Full_Text': 'CWE-480 Use of Incorrect Operator The product accidentally uses the wrong operator, which changes the logic in security-relevant ways.', 'Similarity': np.float32(0.5886712)}, {'CWE-ID': 1038, 'Full_Text': 'CWE-1038 Insecure Automated Optimizations The product uses a mechanism that automatically optimizes code, e.g. to improve a characteristic such as performance, but the optimizations can have an unintended side effect that might violate an intended security assumption.', 'Similarity': np.float32(0.5725019)}]",True,True,True
dirty_function_20.py,284,"CWE-ID: CWE-284
Description: Improper Access Control - The function does not properly enforce access controls, allowing unauthorized users to access sensitive internal logs by simply providing a matching role string.",284,CWE-284 Improper Access Control The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.,0.68680465,"[{'CWE-ID': 284, 'Full_Text': 'CWE-284 Improper Access Control The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.', 'Similarity': np.float32(0.68680465)}, {'CWE-ID': 648, 'Full_Text': 'CWE-648 Incorrect Use of Privileged APIs The product does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.', 'Similarity': np.float32(0.67729795)}, {'CWE-ID': 732, 'Full_Text': 'CWE-732 Incorrect Permission Assignment for Critical Resource The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.', 'Similarity': np.float32(0.65965664)}, {'CWE-ID': 269, 'Full_Text': 'CWE-269 Improper Privilege Management The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor.', 'Similarity': np.float32(0.65203583)}, {'CWE-ID': 279, 'Full_Text': 'CWE-279 Incorrect Execution-Assigned Permissions While it is executing, the product sets the permissions of an object in a way that violates the intended permissions that have been specified by the user.', 'Similarity': np.float32(0.6517359)}]",True,True,True
dirty_function_21.py,326,"CWE-ID: CWE-326
Description: Inadequate Encryption Strength - The function uses a basic encoding operation (base64 encoding) to protect sensitive data (Social Security Number), which is not a secure encryption method and can be easily reversed, allowing an attacker to access the original data.",326,"CWE-326 Inadequate Encryption Strength The product stores or transmits sensitive data using an encryption scheme that is theoretically sound, but is not strong enough for the level of protection required.",0.6717509,"[{'CWE-ID': 326, 'Full_Text': 'CWE-326 Inadequate Encryption Strength The product stores or transmits sensitive data using an encryption scheme that is theoretically sound, but is not strong enough for the level of protection required.', 'Similarity': np.float32(0.6717509)}, {'CWE-ID': 325, 'Full_Text': 'CWE-325 Missing Cryptographic Step The product does not implement a required step in a cryptographic algorithm, resulting in weaker encryption than advertised by the algorithm.', 'Similarity': np.float32(0.6317636)}, {'CWE-ID': 311, 'Full_Text': 'CWE-311 Missing Encryption of Sensitive Data The product does not encrypt sensitive or critical information before storage or transmission.', 'Similarity': np.float32(0.5761202)}, {'CWE-ID': 347, 'Full_Text': 'CWE-347 Improper Verification of Cryptographic Signature The product does not verify, or incorrectly verifies, the cryptographic signature for data.', 'Similarity': np.float32(0.5675826)}, {'CWE-ID': 327, 'Full_Text': 'CWE-327 Use of a Broken or Risky Cryptographic Algorithm The product uses a broken or risky cryptographic algorithm or protocol.', 'Similarity': np.float32(0.566915)}]",True,True,True
dirty_function_22.py,662,"CWE-ID: CWE-662
Description: Improper Synchronization - The function update_balance does not properly synchronize access to the account balance, which can lead to inconsistent updates in multi-threaded scenarios, resulting in unexpected behavior and potential security vulnerabilities.",662,"CWE-662 Improper Synchronization The product utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes.",0.6477327,"[{'CWE-ID': 662, 'Full_Text': 'CWE-662 Improper Synchronization The product utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes.', 'Similarity': np.float32(0.6477327)}, {'CWE-ID': 567, 'Full_Text': 'CWE-567 Unsynchronized Access to Shared Data in a Multithreaded Context The product does not properly synchronize shared data, such as static variables across threads, which can lead to undefined behavior and unpredictable data changes.', 'Similarity': np.float32(0.5923029)}, {'CWE-ID': 821, 'Full_Text': 'CWE-821 Incorrect Synchronization The product utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource.', 'Similarity': np.float32(0.58461034)}, {'CWE-ID': 558, 'Full_Text': 'CWE-558 Use of getlogin() in Multithreaded Application The product uses the getlogin() function in a multithreaded context, potentially causing it to return incorrect values.', 'Similarity': np.float32(0.55554736)}, {'CWE-ID': 691, 'Full_Text': 'CWE-691 Insufficient Control Flow Management The code does not sufficiently manage its control flow during execution, creating conditions in which the control flow can be modified in unexpected ways.', 'Similarity': np.float32(0.55411327)}]",True,True,True
dirty_function_23.py,22,"CWE-ID: CWE-22
Description: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')",22,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.",0.7730888,"[{'CWE-ID': 22, 'Full_Text': ""CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory."", 'Similarity': np.float32(0.7730888)}, {'CWE-ID': 26, 'Full_Text': 'CWE-26 Path Traversal: \'/dir/../filename\' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ""/dir/../filename"" sequences that can resolve to a location that is outside of that directory.', 'Similarity': np.float32(0.7424853)}, {'CWE-ID': 30, 'Full_Text': ""CWE-30 Path Traversal: '\\dir\\..\\filename' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\\dir\\..\\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7360145)}, {'CWE-ID': 34, 'Full_Text': ""CWE-34 Path Traversal: '....//' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '....//' (doubled dot dot slash) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7294691)}, {'CWE-ID': 35, 'Full_Text': ""CWE-35 Path Traversal: '.../...//' The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '.../...//' (doubled triple dot slash) sequences that can resolve to a location that is outside of that directory."", 'Similarity': np.float32(0.7250978)}]",True,True,True
dirty_function_24.py,79,"CWE-ID: CWE-116
Description: Improper Encoding or Escaping of Output",172,"CWE-172 Encoding Error The product does not properly encode or decode the data, resulting in unexpected values.",0.7460462,"[{'CWE-ID': 172, 'Full_Text': 'CWE-172 Encoding Error The product does not properly encode or decode the data, resulting in unexpected values.', 'Similarity': np.float32(0.7460462)}, {'CWE-ID': 838, 'Full_Text': 'CWE-838 Inappropriate Encoding for Output Context The product uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component.', 'Similarity': np.float32(0.7398816)}, {'CWE-ID': 176, 'Full_Text': 'CWE-176 Improper Handling of Unicode Encoding The product does not properly handle when an input contains Unicode encoding.', 'Similarity': np.float32(0.7239874)}, {'CWE-ID': 116, 'Full_Text': 'CWE-116 Improper Encoding or Escaping of Output The product prepares a structured message for communication with another component, but encoding or escaping of the data is either missing or done incorrectly. As a result, the intended structure of the message is not preserved.', 'Similarity': np.float32(0.69850993)}, {'CWE-ID': 177, 'Full_Text': 'CWE-177 Improper Handling of URL Encoding (Hex Encoding) The product does not properly handle when all or part of an input has been URL encoded.', 'Similarity': np.float32(0.68111324)}]",False,False,False
dirty_function_25.py,117,"CWE-ID: CWE-117
Description: Improper Neutralization of Output in Logs ('Log Injection') - The software constructs a log message using user-provided input, but does not properly encode or filter the input, allowing an attacker to inject malicious data into the log.",532,CWE-532 Insertion of Sensitive Information into Log File Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.,0.70781296,"[{'CWE-ID': 532, 'Full_Text': 'CWE-532 Insertion of Sensitive Information into Log File Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.', 'Similarity': np.float32(0.70781296)}, {'CWE-ID': 74, 'Full_Text': ""CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection') The product constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component."", 'Similarity': np.float32(0.7063904)}, {'CWE-ID': 117, 'Full_Text': 'CWE-117 Improper Output Neutralization for Logs The product does not neutralize or incorrectly neutralizes output that is written to logs.', 'Similarity': np.float32(0.696995)}, {'CWE-ID': 78, 'Full_Text': ""CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') The product constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component."", 'Similarity': np.float32(0.6881694)}, {'CWE-ID': 77, 'Full_Text': ""CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection') The product constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component."", 'Similarity': np.float32(0.6630277)}]",False,True,True
dirty_function_26.py,284,"CWE-ID: CWE-284
Description: Improper Access Control - The function auto_approve_loan allows unauthorized access to loan approvals by solely relying on the user's credit score, bypassing additional eligibility criteria and fraud checks, which can lead to unauthorized approvals.",285,CWE-285 Improper Authorization The product does not perform or incorrectly performs an authorization check when an actor attempts to access a resource or perform an action.,0.5416628,"[{'CWE-ID': 285, 'Full_Text': 'CWE-285 Improper Authorization The product does not perform or incorrectly performs an authorization check when an actor attempts to access a resource or perform an action.', 'Similarity': np.float32(0.5416628)}, {'CWE-ID': 284, 'Full_Text': 'CWE-284 Improper Access Control The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor.', 'Similarity': np.float32(0.5354416)}, {'CWE-ID': 269, 'Full_Text': 'CWE-269 Improper Privilege Management The product does not properly assign, modify, track, or check privileges for an actor, creating an unintended sphere of control for that actor.', 'Similarity': np.float32(0.5335411)}, {'CWE-ID': 274, 'Full_Text': 'CWE-274 Improper Handling of Insufficient Privileges The product does not handle or incorrectly handles when it has insufficient privileges to perform an operation, leading to resultant weaknesses.', 'Similarity': np.float32(0.53270566)}, {'CWE-ID': 1220, 'Full_Text': 'CWE-1220 Insufficient Granularity of Access Control The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets.', 'Similarity': np.float32(0.5237861)}]",False,True,True
dirty_function_27.py,601,"CWE-ID: CWE-601
Description: Injection of Redirects via Unvalidated Input ('Open Redirect')",698,"CWE-698 Execution After Redirect (EAR) The web application sends a redirect to another location, but instead of exiting, it executes additional code.",0.7666198,"[{'CWE-ID': 698, 'Full_Text': 'CWE-698 Execution After Redirect (EAR) The web application sends a redirect to another location, but instead of exiting, it executes additional code.', 'Similarity': np.float32(0.7666198)}, {'CWE-ID': 601, 'Full_Text': ""CWE-601 URL Redirection to Untrusted Site ('Open Redirect') A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks."", 'Similarity': np.float32(0.76444566)}, {'CWE-ID': 84, 'Full_Text': 'CWE-84 Improper Neutralization of Encoded URI Schemes in a Web Page The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings.', 'Similarity': np.float32(0.65394926)}, {'CWE-ID': 1022, 'Full_Text': 'CWE-1022 Use of Web Link to Untrusted Target with window.opener Access The web application produces links to untrusted external sites outside of its sphere of control, but it does not properly prevent the external site from modifying  security-critical properties of the window.opener object, such as the location property.', 'Similarity': np.float32(0.61853874)}, {'CWE-ID': 177, 'Full_Text': 'CWE-177 Improper Handling of URL Encoding (Hex Encoding) The product does not properly handle when all or part of an input has been URL encoded.', 'Similarity': np.float32(0.6176219)}]",False,True,True
dirty_function_28.py,95,"CWE-ID: CWE-95
Description: Evaluation Injection (also known as Code Injection or Dynamic Evaluation Vulnerability) - The software constructs all or part of a code snippet to execute at runtime, but it does not properly sanitize or encode the inputs, allowing an attacker to inject malicious code.",94,"CWE-94 Improper Control of Generation of Code ('Code Injection') The product constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",0.76156145,"[{'CWE-ID': 94, 'Full_Text': ""CWE-94 Improper Control of Generation of Code ('Code Injection') The product constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment."", 'Similarity': np.float32(0.76156145)}, {'CWE-ID': 95, 'Full_Text': 'CWE-95 Improper Neutralization of Directives in Dynamically Evaluated Code (\'Eval Injection\') The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before using the input in a dynamic evaluation call (e.g. ""eval"").', 'Similarity': np.float32(0.71791947)}, {'CWE-ID': 96, 'Full_Text': ""CWE-96 Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection') The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before inserting the input into an executable resource, such as a library, configuration file, or template."", 'Similarity': np.float32(0.6927052)}, {'CWE-ID': 917, 'Full_Text': ""CWE-917 Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection') The product constructs all or part of an expression language (EL) statement in a framework such as a Java Server Page (JSP) using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended EL statement before it is executed."", 'Similarity': np.float32(0.67706794)}, {'CWE-ID': 74, 'Full_Text': ""CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection') The product constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component."", 'Similarity': np.float32(0.66419196)}]",False,True,True
